Vocabulario;Tuplas;Etiquetas;Repeticiones;rdf:Property;rdf:rest;rdf:first;rdf:value;rdf:Seq;rdf:List;rdf:subject;rdf:object;rdf:predicate;rdf:Statement;rdf:Bag;rdf:type;rdfs:label;rdfs:comment;rdfs:subClassOf;rdfs:seeAlso;rdfs:range;rdfs:subPropertyOf;rdfs:isDefinedBy;rdfs:domain;rdfs:Class;rdfs:Datatype;rdfs:Resource;rdfs:ContainerMembershipProperty;owl:sameAs;owl:Ontology;owl:Class;owl:DatatypeProperty;owl:ObjectProperty;owl:Thing;owl:versionInfo;owl:AnnotationProperty;owl:inverseOf;owl:equivalentClass;owl:onProperty;owl:Restriction;owl:FunctionalProperty;owl:SymmetricProperty;owl:disjointWith;owl:unionOf;owl:TransitiveProperty;owl:NamedIndividual;owl:allValuesFrom;owl:equivalentProperty;owl:cardinality;owl:someValuesFrom;owl:InverseFunctionalProperty;owl:maxCardinality;owl:hasValue;owl:minCardinality;owl:intersectionOf;owl:oneOf;owl:distinctMembers;owl:AllDifferent;owl:onClass;owl:deprecated;owl:differentFrom;owl:AsymmetricProperty;owl:qualifiedCardinality;owl:minQualifiedCardinality;owl:IrreflexiveProperty;owl:complementOf;owl:annotatedTarget;owl:DeprecatedProperty;owl:DeprecatedClass;owl:AllDisjointClasses;owl:members;owl:ReflexiveProperty;owl:onDatatype;owl:withRestrictions;owl:priorVersion;owl:DataRange;owl:disjointUnionOf;owl:hasSelf;owl:onDataRange;owl:propertyDisjointWith;owl:maxQualifiedCardinality;owl:propertyChainAxiom;
tddt;303;26;304;[0, 0, 0];[0, 18, 0];[0, 18, 0];[0, 0, 0];[0, 0, 0];[0, 0, 4];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 62, 0];[0, 28, 0];[0, 28, 0];[0, 22, 0];[0, 0, 0];[0, 2, 0];[0, 2, 0];[0, 28, 0];[0, 0, 0];[0, 0, 0];[0, 0, 3];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 14];[0, 0, 9];[0, 0, 5];[0, 0, 0];[0, 1, 0];[0, 0, 14];[0, 0, 0];[0, 0, 0];[0, 11, 0];[0, 0, 11];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tddw;31;8;39;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 18, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 1];[0, 0, 0];[0, 0, 2];[0, 0, 0];[0, 1, 0];[0, 0, 14];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
te;312;23;401;[0, 0, 0];[0, 17, 0];[0, 17, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 96, 0];[0, 0, 0];[0, 1, 0];[0, 36, 0];[0, 1, 0];[0, 41, 0];[0, 7, 0];[0, 0, 0];[0, 41, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 17];[0, 0, 20];[0, 0, 28];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 20, 0];[0, 0, 20];[0, 0, 2];[0, 0, 0];[0, 2, 0];[0, 5, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 19, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
test;116;19;137;[0, 0, 2];[0, 6, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 27, 0];[0, 18, 0];[0, 15, 0];[0, 11, 0];[0, 1, 0];[0, 6, 0];[0, 2, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 4];[0, 0, 3];[0, 0, 3];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 9, 0];[0, 0, 9];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tfo;363;32;386;[0, 0, 1];[0, 17, 2];[0, 17, 2];[0, 0, 0];[0, 0, 0];[0, 0, 5];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 56, 0];[0, 42, 0];[0, 43, 0];[0, 20, 0];[0, 2, 0];[0, 25, 0];[0, 4, 0];[0, 31, 0];[0, 26, 1];[0, 0, 0];[0, 0, 4];[0, 0, 3];[0, 0, 0];[0, 4, 0];[0, 0, 1];[0, 0, 13];[0, 0, 5];[0, 0, 21];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 1, 0];[0, 5, 0];[0, 0, 0];[0, 0, 10];[0, 0, 0];[0, 0, 0];[0, 8, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
ti;52;19;66;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 17, 0];[1, 6, 0];[1, 5, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[1, 4, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 1];[0, 0, 3];[0, 0, 0];[0, 0, 0];[1, 2, 0];[0, 0, 10];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
time;1296;34;998;[0, 0, 0];[0, 11, 0];[0, 11, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 159, 0];[0, 175, 0];[0, 159, 0];[0, 69, 0];[0, 4, 0];[0, 55, 0];[0, 13, 0];[0, 0, 0];[0, 55, 0];[0, 0, 0];[0, 0, 3];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 23];[0, 0, 25];[0, 0, 33];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 14, 0];[0, 0, 0];[0, 54, 0];[0, 0, 54];[0, 0, 1];[0, 0, 0];[0, 1, 0];[0, 4, 0];[0, 0, 1];[0, 0, 0];[0, 10, 0];[0, 0, 0];[0, 21, 0];[0, 0, 0];[0, 0, 0];[0, 18, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 3, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];
tio;471;20;529;[0, 0, 0];[0, 18, 0];[0, 18, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 71, 0];[0, 53, 0];[0, 53, 0];[0, 15, 0];[0, 1, 0];[0, 32, 0];[0, 2, 0];[0, 52, 0];[0, 32, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 27];[0, 0, 11];[0, 0, 21];[0, 0, 0];[0, 1, 0];[0, 0, 6];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 106, 0];[0, 8, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tis;73;23;94;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 26, 0];[1, 5, 0];[1, 2, 0];[0, 3, 0];[0, 0, 0];[0, 4, 0];[0, 4, 0];[1, 5, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 4];[0, 0, 0];[0, 0, 6];[1, 0, 2];[1, 2, 0];[0, 0, 13];[0, 2, 0];[0, 0, 0];[0, 2, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tl;654;26;747;[0, 0, 0];[0, 54, 0];[0, 54, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 153, 0];[0, 50, 0];[0, 51, 0];[0, 32, 0];[0, 0, 0];[0, 22, 0];[0, 15, 0];[0, 0, 0];[0, 12, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 47];[0, 0, 28];[0, 0, 18];[0, 0, 1];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 11, 0];[0, 46, 0];[0, 0, 46];[0, 0, 9];[0, 0, 0];[0, 10, 0];[0, 9, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 16, 0];[0, 30, 0];[0, 14, 0];[0, 0, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 15, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
todo;74;15;77;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 19, 0];[0, 4, 0];[0, 4, 0];[0, 8, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 2];[0, 0, 0];[0, 0, 4];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 8, 0];[0, 0, 8];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 8, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
topo;3258;28;2330;[0, 0, 0];[0, 50, 0];[0, 50, 0];[0, 0, 0];[0, 0, 0];[0, 0, 38];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 966, 0];[0, 255, 0];[0, 224, 0];[0, 47, 0];[0, 0, 0];[0, 52, 0];[0, 13, 0];[0, 100, 0];[0, 52, 0];[0, 0, 0];[0, 0, 7];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 65];[0, 0, 32];[0, 0, 23];[0, 0, 0];[0, 1, 0];[0, 0, 31];[0, 0, 0];[0, 1, 0];[0, 18, 0];[0, 0, 18];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 254];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 3, 0];[0, 0, 0];[0, 0, 0];[0, 15, 0];[0, 0, 0];[0, 2, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
traffic;3325;30;2174;[0, 0, 0];[0, 450, 0];[0, 450, 0];[0, 0, 0];[0, 0, 0];[0, 0, 12];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1084, 0];[0, 1, 0];[0, 3, 0];[0, 21, 0];[0, 0, 0];[0, 17, 0];[0, 16, 0];[0, 1, 0];[0, 13, 0];[0, 0, 0];[0, 0, 4];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 25];[0, 0, 20];[0, 0, 2];[0, 0, 1];[0, 1, 0];[0, 0, 16];[0, 1, 0];[0, 0, 0];[0, 2, 0];[0, 0, 2];[0, 0, 5];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 15];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 1, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tsioc;226;9;265;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 42, 0];[0, 38, 0];[0, 38, 0];[0, 37, 0];[0, 30, 0];[0, 0, 0];[0, 0, 0];[0, 38, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 0, 39];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tsn;308;16;306;[0, 0, 25];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 48, 0];[0, 47, 0];[0, 48, 0];[0, 19, 0];[0, 0, 0];[0, 26, 0];[0, 14, 0];[0, 7, 0];[0, 26, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 1];[0, 0, 11];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 0];[0, 15, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 7];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tsnc;394;19;448;[0, 0, 28];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 77, 0];[0, 73, 1];[0, 74, 0];[0, 49, 0];[0, 0, 0];[0, 29, 0];[0, 18, 0];[0, 1, 0];[0, 29, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 40];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 1, 0];[0, 0, 0];[0, 16, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 4, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 2];[0, 0, 2];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
txn;1658;29;1757;[0, 0, 0];[0, 5, 0];[0, 5, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 451, 0];[1, 264, 0];[1, 114, 0];[0, 27, 0];[1, 8, 0];[0, 63, 0];[0, 61, 0];[1, 265, 0];[0, 51, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 109];[0, 0, 91];[0, 0, 150];[1, 0, 0];[1, 1, 0];[0, 0, 14];[0, 16, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 41];[0, 0, 0];[0, 6, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 1, 0];[0, 0, 1];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
tzont;114;18;148;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 39, 0];[0, 0, 0];[0, 1, 0];[0, 18, 0];[0, 1, 0];[0, 11, 0];[0, 3, 0];[0, 0, 0];[0, 7, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 10];[0, 0, 5];[0, 0, 8];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 14, 0];[0, 0, 14];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 1];[0, 0, 0];[0, 3, 0];[0, 1, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 9, 0];[0, 0, 0];[0, 2, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];
